"CODE,C,6","ORP,C,1","ORPTYPE,C,1","SEX,C,1","SITE,C,1","PROCGR,N,1,0","PROCLEV,N,2,0","PCPART,N,1,0","EXTLEV,N,1,0","EXTTYPE,C,1","MMDC,C,2","OMDCS,C,20","MOSPROC,N,1,0","MOSDC,C,4","MOSHIERAR,C,2","JSSITE,C,1","DESC,C,26","DRGUSE,L","MAYUN,L"
3422,Y,E,B,C,4,43,0,0,,04,"16,17",0,,,,Mediastinoscopy,จริง,
3423,P,U,B,-,0,0,0,0,,--,,0,,,,Chest wall biopsy,จริง,
3424,P,U,B,-,0,0,0,0,,--,,0,,,,Pleural biopsy NEC,เท็จ,
3425,P,U,B,-,0,0,0,0,,--,,0,,,,Clos mediastinal biopsy,เท็จ,
3426,Y,E,B,-,4,45,0,0,,04,17,0,,,,Open mediastinal biopsy,จริง,
3427,Y,E,B,-,4,40,0,0,,04,,0,,,,Biopsy of diaphragm,จริง,
3428,Y,E,B,-,3,32,0,0,,04,,0,,,,Dx procedure thorax NEC,จริง,
3429,Y,E,B,-,4,43,0,0,,04,05,0,,,,Dx proc mediastinum NEC,จริง,
343,Y,N,B,-,4,48,0,0,,04,17,0,,,,Destruct mediastin les,จริง,
344,Y,N,B,-,2,30,0,0,,04,"08,09",0,,,,Destruct chest wall les,จริง,
3451,Y,E,B,-,5,55,0,0,,04,17,0,,,,Decortication of lung,จริง,
3452,Y,E,B,-,5,56,0,0,,04,,0,,,,Thoracoscopc decort lung,จริง,
3459,Y,E,B,-,4,46,0,0,,04,,0,,,,Other pleural excision,จริง,
346,Y,E,B,-,3,36,0,0,,04,,0,,,,Scarification of pleura,จริง,
3471,P,U,B,-,0,0,0,0,,--,,0,,,,Suture chest wall lacer,เท็จ,
3472,P,U,B,-,0,0,0,0,,--,,0,,,,Thoracostomy closure,เท็จ,
3473,Y,E,B,-,5,57,0,0,,04,21,0,,,,Clos thoracic fistul NEC,จริง,
3474,Y,E,B,-,4,46,0,0,,04,,0,,,,Pectus deformity repair,จริง,
3479,Y,E,B,C,4,46,0,0,,04,"09,21",0,,,,Other chest wall repair,จริง,
3481,Y,E,B,-,5,55,0,0,,04,,0,,,,Excise diaphragm lesion,จริง,
3482,Y,E,B,C,5,51,0,0,,04,21,0,,,,Suture diaphragm lacerat,จริง,
3483,Y,E,B,C,4,45,0,0,,04,,0,,,,Close diaphragm fistula,จริง,
3484,Y,E,B,C,5,52,0,0,,04,21,0,,,,Other diaphragm repair,จริง,
3485,Y,E,B,-,3,35,0,0,,--,,0,,,,Implant diaphra pacemake,จริง,
3489,Y,E,B,-,5,50,0,0,,04,,0,,,,Diaphragm operation NEC,จริง,
3491,N,U,B,-,0,0,0,0,,--,,0,,,,Thoracentesis,จริง,
3492,P,U,B,-,0,0,0,0,,--,,0,,,,Inject into thorax cavit,จริง,
3493,Y,E,B,C,4,45,0,0,,04,21,0,,,,Repair of pleura,จริง,
3499,Y,E,B,-,1,23,0,0,,04,21,0,,,,Thoracic operation NEC,จริง,
3500,Y,E,B,-,5,55,0,0,,05,,0,,,,Closed valvotomy NOS,จริง,
3501,Y,E,B,-,5,55,0,0,,05,,0,,,,Closed aortic valvotomy,จริง,
3502,Y,E,B,-,5,59,0,0,,05,,0,,,,Closed mitral valvotomy,จริง,
3503,Y,E,B,-,5,55,0,0,,05,,0,,,,Closed pulmon valvotomy,จริง,
3504,Y,E,B,-,5,55,0,0,,05,,0,,,,Closed tricusp valvotomy,จริง,
3505,Y,E,B,-,6,68,0,0,,05,,,,,,Endovasc repl of aor v,จริง,
3506,Y,E,B,-,6,68,0,0,,05,,,,,,Transapical repl avor,จริง,
3507,Y,E,B,-,6,71,0,0,,05,,,,,,Endovasc repl pul v,จริง,
3508,Y,E,B,-,6,71,0,0,,05,,,,,,Transapical repl pul v,จริง,
3509,Y,E,B,-,6,67,0,0,,05,,,,,,Endovasc repl unspec v,จริง,
3510,Y,E,B,-,6,66,0,0,,05,,0,,,,Open valvuloplasty NOS,จริง,
3511,Y,E,B,-,6,68,1,0,,05,,0,,,,Opn aortic valvuloplasty,จริง,
3512,Y,E,B,-,6,66,3,0,,05,,0,,,,Opn mitral valvuloplasty,จริง,
3513,Y,E,B,-,6,66,0,0,,05,,0,,,,Opn pulmon valvuloplasty,จริง,
3514,Y,E,B,-,6,67,3,0,,05,,0,,,,Opn tricus valvuloplasty,จริง,
3520,Y,E,B,-,6,67,0,0,,05,,0,,,,Open and oth repl heart va,จริง,
3521,Y,E,B,-,6,69,3,0,,05,,0,,,,Open and oth repl aort val,จริง,
3522,Y,E,B,-,6,68,3,0,,05,,0,,,,Open and oth repl aortic v,จริง,
3523,Y,E,B,-,6,68,3,0,,05,,0,,,,Replace mitr valv-tissue,จริง,
3524,Y,E,B,-,6,67,3,0,,05,,0,,,,Open and oth repl mitral v,จริง,
3525,Y,E,B,-,6,69,0,0,,05,,0,,,,Open and oth repl pulm val,จริง,
3526,Y,E,B,-,6,71,0,0,,05,,0,,,,Open and oth repl pulmon v,จริง,
3527,Y,E,B,-,6,71,2,0,,05,,0,,,,Open and oth repl tric val,จริง,
3528,Y,E,B,-,6,68,2,0,,05,,0,,,,Open and oth repl tricusp,จริง,
3531,Y,E,B,-,6,65,0,0,,05,,0,,,,Papillary muscle ops,จริง,
3532,Y,E,B,-,6,65,0,0,,05,,0,,,,Chordae tendineae ops,จริง,
3533,Y,E,B,-,6,65,0,0,,05,,0,,,,Annuloplasty,จริง,
3534,Y,E,B,-,5,62,0,0,,05,,0,,,,Infundibulectomy,จริง,
3535,Y,E,B,-,5,61,0,0,,05,,0,,,,Trabecul carneae cord op,จริง,
3539,Y,E,B,-,6,65,0,0,,05,,0,,,,Tiss adj to valv ops NEC,จริง,
3541,P,U,B,-,0,0,0,0,,--,,0,,,,Enlarge existing sep def,จริง,
3542,Y,E,B,-,5,62,0,0,,05,,0,,,,Create septal defect,จริง,
3550,Y,E,B,-,5,57,0,0,,05,,0,,,,Prosth rep hrt septa NOS,จริง,
3551,Y,E,B,-,5,60,0,0,,05,,0,,,,Pros rep atrial def-opn,จริง,
3552,Y,E,B,-,5,58,0,0,,05,,0,,,,Pros repair atria def-cl,จริง,
3553,Y,E,B,-,5,63,0,0,,05,,0,,,,Pros rep ventric def-opn,จริง,
3554,Y,E,B,-,6,70,0,0,,05,,0,,,,Pros rep endocar cushion,จริง,
3555,Y,,B,-,5,58,0,0,,05,,0,,,,Pros rep ventrc def-clos,จริง,
3560,Y,E,B,-,4,40,0,0,,05,,0,,,,Grft repair hrt sept NOS,จริง,
3561,Y,E,B,-,5,62,0,0,,05,,0,,,,Graft repair atrial def,จริง,
3562,Y,E,B,-,6,64,0,0,,05,,0,,,,Graft repair ventric def,จริง,
3563,Y,E,B,-,6,68,0,0,,05,,0,,,,Grft rep endocar cushion,จริง,
3570,Y,E,B,-,5,57,0,0,,05,,0,,,,Heart septa repair NOS,จริง,
3571,Y,E,B,-,5,61,0,0,,05,,0,,,,Atria septa def rep NEC,จริง,
3572,Y,E,B,-,5,60,0,0,,05,,0,,,,Ventr septa def rep NEC,จริง,
3573,Y,E,B,-,6,66,0,0,,05,,0,,,,Endocar cushion rep NEC,จริง,
3581,Y,E,B,-,6,66,0,0,,05,,0,,,,Tot repair tetral fallot,จริง,
3582,Y,E,B,-,6,70,0,0,,05,,0,,,,Total repair of tapvc,จริง,
3583,Y,E,B,-,6,76,0,0,,05,,0,,,,Tot rep truncus arterios,จริง,
3584,Y,E,B,-,6,77,0,0,,05,,0,,,,Tot cor transpos grt ves,จริง,
3591,Y,E,B,-,6,69,0,0,,05,,0,,,,Interat ven retrn transp,จริง,
3592,Y,E,B,-,6,70,0,0,,05,,0,,,,Conduit rt vent-pul art,จริง,
3593,Y,E,B,-,5,58,0,0,,05,,0,,,,Conduit left ventr-aorta,จริง,
3594,Y,E,B,-,6,71,0,0,,05,,0,,,,Conduit artium-pulm art,จริง,
3595,Y,E,B,-,6,66,0,0,,05,,0,,,,Heart repair revision,จริง,
3596,Y,E,B,-,5,56,0,0,,05,,0,,,,Perc balloon valvuplasty,จริง,
3597,Y,E,B,-,6,67,0,0,,05,,,,,,Percut MV rep w implant,จริง,
3598,Y,E,B,-,4,45,0,0,,05,,0,,,,Other heart septa ops,จริง,
3599,Y,E,B,-,4,45,0,0,,05,,0,,,,Other heart valve ops,จริง,
3603,Y,E,B,-,6,69,0,0,,05,,0,,,,Open coronry angioplasty,จริง,
3604,P,U,B,-,0,0,0,0,,--,,0,,,,Intrcoronry thromb infus,จริง,
3606,N,U,B,-,0,0,0,0,,--,,0,,,,Ins nondrug elut cor st,จริง,
3607,N,U,B,-,0,0,0,0,,--,,0,,,,Ins drug-elut coronry st,จริง,
3609,Y,E,B,-,6,66,0,0,,05,,0,,,,Rem of cor art obstr NEC,จริง,
3610,Y,E,B,-,6,73,0,0,,05,,0,,,,Aortocoronary bypass NOS,จริง,
3611,Y,E,B,-,6,70,0,0,,05,,0,,,,Aortocor bypas-1 cor art,จริง,
3612,Y,E,B,-,6,69,0,0,,05,,0,,,,Aortocor bypas-2 cor art,จริง,
3613,Y,E,B,-,6,70,0,0,,05,,0,,,,Aortocor bypas-3 cor art,จริง,
3614,Y,E,B,-,6,70,0,0,,05,,0,,,,Aortcor bypas-4+ cor art,จริง,
3615,Y,E,B,-,6,69,0,0,,05,,0,,,,1 int mam-cor art bypass,จริง,
3616,Y,E,B,-,6,72,0,0,,05,,0,,,,2 int mam-cor art bypass,จริง,
3617,Y,E,B,-,6,70,0,0,,05,,0,,,,Abd-coron artery bypass,จริง,
3619,Y,E,B,-,6,70,0,0,,05,,0,,,,Hrt revas byps anas NEC,จริง,
362,Y,E,B,-,6,70,0,0,,05,,0,,,,Arterial implant revasc,จริง,
3631,Y,E,B,-,6,65,0,0,,05,,0,,,,Open chest trans revasc,จริง,
3632,Y,E,B,-,6,65,0,0,,05,,0,,,,Oth transmyo revascular,จริง,
3633,Y,,B,-,6,65,0,0,,05,,0,,,,Endo transmyo revascular,จริง,
3634,Y,,B,-,5,60,0,0,,05,,0,,,,Perc transmyo revascular,จริง,
3639,Y,E,B,-,5,60,0,0,,05,,0,,,,Oth heart revascular,จริง,
3691,Y,E,B,-,5,60,0,0,,05,,0,,,,Coron vess aneurysm rep,จริง,
3699,Y,E,B,-,5,59,0,0,,05,,0,,,,Heart vessel op NEC,จริง,
370,P,U,B,-,0,0,0,0,,--,,0,,,,Pericardiocentesis,จริง,
3710,Y,E,B,-,4,47,0,0,,05,,0,,,,Incision of heart NOS,จริง,
3711,Y,E,B,-,5,60,0,0,,05,,0,,,,Cardiotomy,จริง,
3712,Y,E,B,C,4,43,0,0,,05,"04,17",0,,,,Pericardiotomy,จริง,
3720,N,,B,-,0,0,0,0,,05,,0,,,,Noninvas elect stimulatn,จริง,
3721,N,U,B,-,0,0,0,0,,05,,0,,,,Rt heart cardiac cath,จริง,
3722,N,U,B,-,0,0,0,0,,05,,0,,,,Left heart cardiac cath,จริง,
3723,N,U,B,-,0,0,0,0,,05,,0,,,,Rt/left heart card cath,จริง,
3724,Y,E,B,-,4,44,0,0,,05,"04,17",0,,,,Pericardial biopsy,จริง,
3725,P,U,B,-,0,0,0,0,,--,,0,,,,Cardiac biopsy,เท็จ,
3726,N,U,B,-,0,0,0,0,,05,,0,,,,Cath base invasv ep test,จริง,
3727,N,U,B,-,0,0,0,0,,05,,0,,,,Cardiac mapping,จริง,
3728,N,U,B,-,0,0,0,0,,05,,0,,,,Intracardiac echocardio,จริง,
3729,P,U,B,-,0,0,0,0,,--,,0,,,,Hrt/pericar dx proc NEC,เท็จ,
3731,Y,E,B,-,5,50,0,0,,05,"04,17",0,,,,Pericardiectomy,จริง,
3732,Y,E,B,-,5,54,0,0,,05,,0,,,,Heart aneurysm excision,จริง,
3733,Y,E,B,-,6,64,0,0,,05,,0,,,,Exc/dest hrt lesion open,จริง,
3734,Y,E,B,-,5,61,0,0,,05,,0,,,,"Exc/des hrt les,endovasc a",จริง,
3735,Y,E,B,-,6,65,0,0,,05,,0,,,,Partial ventriculectomy,จริง,
3736,Y,E,B,-,6,68,0,0,,05,,0,,,,Excis/des/exclus left atri,จริง,
3737,Y,E,B,-,5,61,0,0,,05,,,,,,Thor exc/des oth les/tis h,จริง,
3741,Y,,B,C,4,46,0,0,,05,,0,,,,Impl cardiac support dev,จริง,
3749,Y,,B,C,5,56,0,0,,05,,0,,,,Heart/pericard repr NEC,จริง,
3751,Y,E,B,-,6,88,0,0,,00,,0,,,,Heart transplantation,จริง,
3752,Y,E,B,-,6,65,0,0,,05,,0,,,,Imp tot int bi ht rp sys,จริง,
3753,Y,E,B,-,5,60,0,0,,05,,0,,,,Repl/rep thr unt tot hrt,จริง,
3754,Y,E,B,-,5,56,0,0,,05,,0,,,,Repl/rep oth tot hrt sys,จริง,
3755,Y,E,B,-,4,40,0,0,,05,,0,,,,Rem int bivent hrt sys,จริง,
3760,Y,E,B,-,5,60,0,0,,05,,0,,,,Imp bivn ext hrt ast sys,จริง,
3761,Y,E,B,-,5,58,0,0,,05,,0,,,,Pulsation balloon implan,จริง,
3762,Y,E,B,-,5,57,0,0,,05,,0,,,,Insrt non-impl circ dev,จริง,
3763,Y,E,B,-,6,65,0,0,,05,,0,,,,Repair heart assist sys,จริง,
3764,Y,E,B,-,4,40,0,0,,05,,0,,,,Remve ext hrt assist sys,จริง,
3765,Y,E,B,-,5,59,0,0,,05,,0,,,,Imp vent ext hrt ast sys,จริง,
3766,Y,E,B,-,6,80,0,0,,05,,0,,,,Ins Implantable hrt assist,จริง,
3767,Y,E,B,-,6,65,0,0,,05,,0,,,,Imp cardiomyostimul sys,จริง,
3768,Y,E,B,-,6,65,0,0,,05,,0,,,,Percutan hrt assist syst,จริง,
3770,N,U,B,-,0,0,1,0,,--,,0,,,,Int insert pacemak lead,จริง,
3771,N,U,B,-,0,0,1,0,,--,,0,,,,Int insert lead in vent,จริง,
3772,N,U,B,-,0,0,1,0,,--,,0,,,,Int insert lead atri-vent,จริง,
3773,N,U,B,-,0,0,1,0,,--,,0,,,,Int insert lead in atrium,จริง,
3774,Y,E,B,-,0,0,1,0,,05,,0,,,,Int or repl lead epicar,จริง,
3775,Y,E,B,-,0,0,0,0,,05,21,0,,,,Revision of lead,จริง,
3776,Y,E,B,-,0,0,1,0,,05,01,0,,,,Repl tv atri-vent lead,จริง,
3777,Y,E,B,-,0,0,0,0,,05,,0,,,,Removal of lead w/o repl,จริง,
3778,P,U,B,-,0,0,0,0,,--,,0,,,,Inser temp pacemaker sys,จริง,
3779,Y,E,B,-,3,38,0,0,,05,21,0,,,,Rev/reloc card dev pockt,จริง,
3780,Y,E,B,-,3,37,2,0,,05,,0,,,,Ins or repl perm pacemkr,จริง,
3781,N,U,B,-,0,0,2,0,,--,,0,,,,"Int insert 1-cham, non",จริง,
3782,N,U,B,-,0,0,2,0,,--,,0,,,,"Int insert 1-cham, rate",จริง,
3783,N,U,B,-,0,0,2,0,,--,,0,,,,Int insert dual-cham dev,จริง,
3785,Y,E,B,-,3,36,2,0,,05,,0,,,,"Repl pacem w 1-cham, non",จริง,
3786,Y,E,B,-,3,37,2,0,,05,,0,,,,"Repl pacem 1-cham, rate",จริง,
3787,Y,E,B,-,3,36,2,0,,05,,0,,,,Repl pacem w dual-cham,จริง,
3789,Y,N,B,-,3,35,0,0,,05,,0,,,,Revise or remove pacemak,จริง,
3790,N,U,B,-,0,0,0,0,,05,,0,,,,Ins left atr append dev,จริง,
3791,Y,E,B,C,4,45,0,0,,05,04,0,,,,Opn chest cardiac massag,จริง,
3792,P,U,B,-,0,0,0,0,,--,,0,,,,Injection into heart,เท็จ,
3793,P,U,B,-,0,0,0,0,,--,,0,,,,Injection into pericard,เท็จ,
3794,Y,E,B,-,5,53,0,0,,05,,0,,,,Implt/repl carddefib tot,จริง,
3795,Y,E,B,-,3,35,1,0,,05,,0,,,,Implt cardiodefib leads,จริง,
3796,Y,E,B,-,5,55,2,0,,05,,0,,,,Implt cardiodefib genatr,จริง,
3797,Y,E,B,-,4,47,1,0,,05,,0,,,,Repl cardiodefib leads,จริง,
3798,Y,E,B,-,3,37,2,0,,05,,0,,,,Repl cardiodefib genratr,จริง,
3799,Y,E,B,-,3,35,0,0,,05,,0,,,,Other heart/pericard ops,จริง,
3800,Y,N,B,-,3,32,0,0,,05,21,1,2614,4,,Incision of vessel NOS,จริง,
3801,Y,E,B,-,4,46,0,0,,01,,0,,,,Intracran vessel incis,จริง,
3802,Y,E,B,-,5,54,0,0,,01,"05,10,21",0,,,,Head/neck ves incis NEC,จริง,
3803,Y,E,B,-,3,36,0,0,,05,"10,21",0,,,,Upper limb vessel incis,จริง,
3804,Y,E,B,-,5,55,0,0,,05,,0,,,,Incision of aorta,จริง,
3805,Y,E,B,-,5,57,0,0,,05,04,0,,,,Thoracic vessel inc NEC,จริง,
3806,Y,E,B,-,5,57,0,0,,05,"06,11",0,,,,Abdomen artery incision,จริง,
3807,Y,E,B,-,3,39,0,0,,05,"06,11",0,,,,Abdominal vein incision,จริง,
3808,Y,E,B,-,4,47,0,0,,05,"10,21",0,,,,Lower limb artery incis,จริง,
3809,Y,N,B,-,3,37,0,0,,05,21,0,,,,Lower limb vein incision,จริง,
3810,Y,E,B,-,4,46,0,0,,05,"01,21",1,2611,1,,Endarterectomy NOS,จริง,
3811,Y,E,B,-,5,60,0,0,,01,,0,,,,Intracran endarterectomy,จริง,
3812,Y,E,B,-,5,58,0,0,,01,05,0,,,,Head & neck endarter NEC,จริง,
3813,Y,E,B,-,5,55,0,0,,05,,0,,,,Upper limb endarterectom,จริง,
3814,Y,E,B,-,6,67,0,0,,05,,0,,,,Endarterectomy of aorta,จริง,
3815,Y,E,B,-,5,62,0,0,,05,04,0,,,,Thoracic endarterectomy,จริง,
3816,Y,E,B,-,6,70,0,0,,05,06,0,,,,Abdominal endarterectomy,จริง,
3818,Y,E,B,-,5,62,0,0,,05,,0,,,,Lower limb endarterect,จริง,
3821,Y,E,B,-,2,30,0,0,,05,"01,02,08,10",0,,,,Blood vessel biopsy,จริง,
3822,P,U,B,-,0,0,0,0,,--,,0,,,,Percutaneous angioscopy,เท็จ,
3823,N,U,B,-,0,0,0,0,,--,,0,,,,Intravasclr spectroscopy,เท็จ,
3824,N,U,B,-,0,0,0,0,,--,,0,,,,Intravas img cor ves OCT,เท็จ,
3825,N,U,B,-,0,0,0,0,,--,,0,,,,Intravas img non-cor OCT,เท็จ,
3826,Y,,B,-,0,0,0,0,,05,,,,,,Ins imp pr sens for hd mon,จริง,
3829,Y,E,B,-,1,23,0,0,,05,10,0,,,,Blood vessel dx proc NEC,จริง,
3830,Y,E,B,-,4,40,0,0,,05,21,1,2611,1,,Vessel resect/anast NOS,จริง,
3831,Y,E,B,A,5,61,0,0,,01,,0,,,,Intracran ves resec-anas,จริง,
3832,Y,E,B,-,4,40,0,0,,01,"03,05,21",0,,,,Head/neck ves resec-anas,จริง,
3833,Y,E,B,F,4,41,0,0,,05,"10,21",0,,,,Arm vessel resect/anast,จริง,
3834,Y,E,B,D,6,73,0,0,,05,,0,,,,Aorta resection & anast,จริง,
3835,Y,E,B,C,6,72,0,0,,05,04,0,,,,Thor vessel resect/anast,จริง,
3836,Y,E,B,D,6,71,0,0,,05,"06,11",0,,,,Abd vessel resect/anast,จริง,
3837,Y,E,B,D,6,70,0,0,,11,,0,,,,Abd vein resect & anast,จริง,
3838,Y,E,B,G,5,57,0,0,,05,21,0,,,,Leg artery resect/anast,จริง,
3839,Y,E,B,G,3,34,0,0,,05,,0,,,,Leg vein resect/anastom,จริง,
3840,Y,E,B,-,5,50,0,0,,05,21,1,2611,1,,Vessel resect/replac NOS,จริง,
3841,Y,E,B,A,4,47,0,0,,01,,0,,,,Intracran ves resec-repl,จริง,
3842,Y,E,B,-,5,56,0,0,,05,21,0,,,,Head/neck ves resec-repl,จริง,
3843,Y,E,B,F,4,42,0,0,,05,21,0,,,,Arm ves resect w replace,จริง,
3844,Y,E,B,D,6,72,1,0,,05,,0,,,,Resect abdm aorta w repl,จริง,
3845,Y,E,B,C,6,71,2,0,,05,,0,,,,Resect thorac ves w repl,จริง,
3846,Y,E,B,D,6,64,0,0,,05,"06,11",0,,,,Abd artery resec w repla,จริง,
3847,Y,E,B,D,6,65,0,0,,06,11,0,,,,Abd vein resect w replac,จริง,
3848,Y,E,B,G,5,62,0,0,,05,21,0,,,,Leg artery resec w repla,จริง,
3849,Y,E,B,G,5,53,0,0,,05,21,0,,,,Leg vein resect w replac,จริง,
3850,Y,E,B,-,3,32,0,0,,05,,1,2614,4,,Varicose v lig-strip NOS,จริง,
3851,Y,E,B,-,0,0,0,0,,01,,0,,,,Intcran var v lig-strip,จริง,
3852,Y,E,B,-,0,0,0,0,,05,,0,,,,Head/neck var v lig-str,จริง,
3853,Y,E,B,-,0,0,0,0,,05,,0,,,,Arm varicose v lig-strip,จริง,
3855,Y,E,B,-,0,0,0,0,,04,05,0,,,,Thorac var v lig-strip,จริง,
3857,Y,E,B,-,0,0,0,0,,05,06,0,,,,Abd varicos v liga-strip,จริง,
3859,Y,N,B,-,3,34,0,0,,05,,0,,,,Leg varicos v liga-strip,จริง,
3860,Y,E,B,-,2,29,0,0,,05,21,0,,,,Excision of vessel NOS,จริง,
3861,Y,E,B,A,5,60,0,0,,01,,0,,,,Intracran vessel excis,จริง,
3862,Y,E,B,-,2,29,0,0,,01,"03,05,21",0,,,,Head/neck vessel excis,จริง,
3863,Y,E,B,F,3,33,0,0,,05,"10,21",0,,,,Arm vessel excision,จริง,
3864,Y,E,B,D,6,66,0,0,,05,,0,,,,Excision of aorta,จริง,
3865,Y,E,B,C,4,40,0,0,,04,05,0,,,,Thoracic vessel excision,จริง,
3866,Y,E,B,D,5,60,0,0,,05,"06,11",0,,,,Abdominal artery excis,จริง,
3867,Y,E,B,D,3,35,0,0,,05,06,0,,,,Abdominal vein excision,จริง,
3868,Y,E,B,G,3,34,0,0,,05,21,0,,,,Leg artery excision,จริง,
3869,Y,E,B,G,3,32,0,0,,05,21,0,,,,Leg vein excision,จริง,
387,Y,E,B,C,6,65,0,0,,05,"01,04",0,,,,Interruption vena cava,จริง,
3880,Y,E,B,-,1,23,0,0,,05,21,0,,,,Surg vessel occlus NEC,จริง,
3881,Y,E,B,A,5,62,0,0,,01,,0,,,,Occlus intracran ves NEC,จริง,
3882,Y,E,B,-,3,34,0,0,,01,"03,05,21",0,,,,Occlus head/neck ves NEC,จริง,
3883,Y,E,B,-,2,29,0,0,,05,21,0,,,,Occlude arm vessel NEC,จริง,
3884,Y,E,B,D,5,59,0,0,,05,,0,,,,Occlude aorta NEC,จริง,
3885,Y,E,B,C,4,46,0,0,,05,"04,21",0,,,,Occlude thoracic ves NEC,จริง,
3886,Y,N,B,D,4,45,0,0,,05,"06,07,16",0,,,,Occlude abd artery NEC,จริง,
3887,Y,E,B,D,4,44,0,0,,05,"06,11,21",0,,,,Occlude abd vein NEC,จริง,
3888,Y,E,B,G,3,35,0,0,,05,21,0,,,,Occlude leg artery NEC,จริง,
3889,Y,E,B,-,2,30,0,0,,05,21,0,,,,Occlude leg vein NEC,จริง,
3891,N,U,B,-,0,0,0,0,,--,,0,,,,Arterial catheterization,จริง,
3892,N,U,B,-,0,0,0,0,,--,,0,,,,Umbilical vein cath,จริง,
3893,N,U,B,-,0,0,0,0,,--,,0,,,,Venous cath NEC,จริง,
3894,N,U,B,-,0,0,0,0,,--,,0,,,,Venous cutdown,จริง,
3895,P,U,B,-,0,0,0,0,,--,,0,,,,Ven cath renal dialysis,เท็จ,
3897,N,U,B,-,0,0,0,0,,--,,,,,,Cent v cath place w guidnc,จริง,
3898,P,U,B,-,0,0,0,0,,--,,0,,,,Arterial puncture NEC,เท็จ,
3899,P,U,B,-,0,0,0,0,,--,,0,,,,Venous puncture NEC,เท็จ,
390,Y,E,B,-,6,69,0,0,,05,,0,,,,Systemic-pulm art shunt,จริง,
391,Y,E,B,-,5,63,0,0,,07,,0,,,,Intra-abd venous shunt,จริง,
3921,Y,E,B,-,6,71,0,0,,05,,0,,,,Caval-pulmon art anastom,จริง,
3922,Y,E,B,C,6,68,0,0,,01,"05,21",0,,,,Aorta-subclv-carot bypas,จริง,
3923,Y,E,B,C,6,65,0,0,,05,,0,,,,Intrathoracic shunt NEC,จริง,
3924,Y,E,B,D,6,65,0,0,,11,05,0,,,,Aorta-renal bypass,จริง,
3925,Y,E,B,D,6,64,0,0,,05,,0,,,,Aorta-iliac-femor bypass,จริง,
3926,Y,E,B,D,5,61,0,0,,05,"06,07",0,,,,Intra-abdomin shunt NEC,จริง,
3927,Y,E,B,-,3,35,0,0,,11,"05,21",0,,,,Dialysis arteriovenostom,จริง,
3928,Y,E,B,A,5,58,0,0,,01,,0,,,,Extracran-intracr bypass,จริง,
3929,Y,E,B,-,4,45,0,0,,05,"01,09,21",0,,,,Vasc shunt & bypass NEC,จริง,
3930,Y,E,B,-,2,29,0,0,,05,"01,21",0,,,,Suture of vessel NOS,จริง,
3931,Y,E,B,-,3,33,0,0,,05,"01,21",1,2614,4,,Suture of artery,จริง,
3932,Y,E,B,-,2,31,0,0,,05,"01,21",0,,,,Suture of vein,จริง,
3941,Y,E,B,-,1,22,0,0,,05,21,0,,,,Postop vasc op hem contr,จริง,
3942,Y,E,B,-,3,35,0,0,,11,"05,21",0,,,,Revis ren dialysis shunt,จริง,
3943,Y,E,B,-,3,32,0,0,,11,"05,21",0,,,,Remov ren dialysis shunt,จริง,
3949,Y,E,B,-,3,32,0,0,,05,21,1,2614,4,,Vasc proc revision NEC,จริง,
3950,Y,E,B,-,4,44,0,0,,05,"11,21",1,2611,1,,Angioplasty oth non-coro v,จริง,
3951,Y,E,B,A,6,67,0,0,,01,05,0,,,,Clipping of aneurysm,จริง,
3952,Y,E,B,A,5,59,0,0,,01,"05,21",1,2611,1,,Aneurysm repair NEC,จริง,
3953,Y,E,B,A,5,58,0,0,,01,05,1,2611,1,,Arterioven fistula rep,จริง,
3954,Y,E,B,C,4,47,0,0,,05,,0,,,,Re-entry operation,จริง,
3955,Y,E,B,-,5,51,0,0,,11,05,0,,,,Reimplan aberr renal ves,จริง,
3956,Y,E,B,J,5,54,0,0,,05,"01,21",1,2611,1,,Repair vess w tis patch,จริง,
3957,Y,E,B,J,5,56,0,0,,05,"01,21",1,2611,1,,Rep vess w synth patch,จริง,
3958,Y,E,B,J,5,51,0,0,,05,"01,11,21",1,2611,1,,Repair vess w patch NOS,จริง,
3959,Y,E,B,-,4,40,0,0,,05,"01,11,21",1,2611,1,,Repair of vessel NEC,จริง,
3961,P,U,B,-,0,0,0,0,,--,,0,,,,Extracorporeal circulat,เท็จ,
3962,P,U,B,-,0,0,0,0,,--,,0,,,,Hypothermia w open heart,เท็จ,
3963,P,U,B,-,0,0,0,0,,--,,0,,,,Cardioplegia,เท็จ,
3964,P,U,B,-,0,0,0,0,,--,,0,,,,Intraop cardiac pacemak,เท็จ,
3965,P,U,B,-,0,0,0,0,,--,,0,,,,Extracorporeal memb oxy,จริง,
3966,P,U,B,-,0,0,0,0,,--,,0,,,,Per cardiopulmon bypass,จริง,
3971,Y,E,B,D,6,69,0,0,,05,"11,21",0,,,,Endo implant other grft ab,จริง,
3972,P,U,B,-,5,60,0,0,,01,"05,21",0,,,,Endovasc (total) embol hea,จริง,
3973,Y,,B,D,6,71,0,0,,05,,0,,,,Endo imp grft thor aorta,จริง,
3974,Y,,B,-,6,65,0,0,,01,05,0,,,,Endo rem obs hd/neck ves,จริง,
3975,Y,U,B,-,6,65,0,0,,01,"05,21",0,,,,"Endo emb hd/nk,bare coil",จริง,
