"CODE,C,6","ORP,C,1","ORPTYPE,C,1","SEX,C,1","SITE,C,1","PROCGR,N,1,0","PROCLEV,N,2,0","PCPART,N,1,0","EXTLEV,N,1,0","EXTTYPE,C,1","MMDC,C,2","OMDCS,C,20","MOSPROC,N,1,0","MOSDC,C,4","MOSHIERAR,C,2","JSSITE,C,1","DESC,C,26","DRGUSE,L","MAYUN,L"
8663,Y,E,B,H,3,32,0,0,,09,"03,08,21",1,2613,3,,Full-thick skin grft NEC,จริง,
8664,P,U,B,-,0,0,0,0,,--,,0,,,,Hair transplant,เท็จ,
8665,Y,N,B,H,2,30,0,0,,08,21,0,,,,Heterograft to skin,จริง,
8666,Y,E,B,H,3,32,0,0,,09,"08,21",1,2613,3,,Homograft to skin,จริง,
8667,Y,E,B,H,4,40,0,0,,09,"03,21",1,2613,3,,Dermal regener graft,จริง,
8669,Y,E,B,H,3,34,0,0,,09,"05,08,21",1,2613,3,,Free skin graft NEC,จริง,
8670,Y,E,B,H,3,34,0,0,,09,"03,05,08,21",1,2613,3,,Pedicle graft/flap NOS,จริง,
8671,Y,E,B,-,2,29,0,0,,09,03,1,2613,3,,Cut & prep pedicle graft,จริง,
8672,Y,E,B,-,2,30,0,0,,09,"03,05,08,21",1,2613,3,,Pedicle graft advancemen,จริง,
8673,Y,E,B,H,2,26,0,0,,09,"08,21",1,2613,3,,Attach pedicle to hand,จริง,
8674,Y,E,B,H,3,36,0,0,,09,"03,05,08,21",1,2613,3,,Attach pedicle graft NEC,จริง,
8675,Y,E,B,-,2,31,0,0,,09,"03,05,08,21",1,2613,3,,Revision of pedicle grft,จริง,
8681,Y,E,B,-,3,34,0,0,,03,"01,08,09",0,,,,Repair facial weakness,จริง,
8682,Y,N,B,-,3,39,0,0,,09,,0,,,,Facial rhytidectomy,จริง,
8683,Y,N,B,-,2,28,0,0,,09,"10,21",0,,,,Size reduct plastic op,จริง,
8684,Y,N,B,-,2,30,0,0,,09,"03,21",0,,,,Relaxation of scar,จริง,
8685,Y,E,B,-,2,31,0,0,,08,,0,,,,Syndactyly correction,จริง,
8686,Y,E,B,-,2,25,0,0,,21,,0,,,,Onychoplasty,จริง,
8687,Y,N,B,-,2,27,0,0,,09,"03,21",,,,,Fat graft skin&subcut tis,จริง,
8689,Y,N,B,-,2,27,0,0,,09,"03,21",0,,,,Skin repair & plasty NEC,จริง,
8690,Y,N,B,-,2,28,0,0,,09,"10,21",,,,,Extract fat for graft/bank,จริง,
8691,Y,E,B,-,2,27,0,0,,09,"03,21",0,,,,Skin excision for graft,จริง,
8692,P,U,B,-,0,0,0,0,,--,,0,,,,Epilation of skin,เท็จ,
8693,Y,E,B,-,3,38,0,0,,09,,0,,,,Insert tissue expander,จริง,
8694,Y,E,B,-,0,0,0,0,,01,,0,,,,Ins/repl single pul gen,จริง,
8695,Y,E,B,-,2,28,0,0,,01,,0,,,,Ins/repl mul array pulse g,จริง,
8696,Y,E,B,-,3,37,0,0,,01,,0,,,,Insert/repl oth neurost,จริง,
8697,Y,,B,-,2,25,0,0,,--,,0,,,,"Ins/rep 1 pul gen,rechrg",จริง,
8698,Y,,B,-,3,37,0,0,,--,,0,,,,Ins/repl mul array rechrg,จริง,
8699,P,U,B,-,0,0,0,0,,--,,0,,,,Skin & subq op NEC,เท็จ,
8701,P,U,B,-,0,0,0,0,,--,,0,,,,Pneumoencephalogram,จริง,
8702,P,U,B,-,0,0,0,0,,--,,0,,,,Brain/skull contrst xray,จริง,
8703,P,U,B,-,0,0,0,0,,--,,0,,,,CT of head,จริง,
8704,P,U,B,-,0,0,0,0,,--,,0,,,,Head tomography NEC,จริง,
8705,P,U,B,-,0,0,0,0,,--,,0,,,,Contrast dacryocystogram,เท็จ,
8706,P,U,B,-,0,0,0,0,,--,,0,,,,Nasophary contrast x-ray,จริง,
8707,P,U,B,-,0,0,0,0,,--,,0,,,,Contrast laryngogram,เท็จ,
8708,P,U,B,-,0,0,0,0,,--,,0,,,,Cervical lymphangiogram,เท็จ,
8709,P,U,B,-,0,0,0,0,,--,,0,,,,Head soft tiss x-ray NEC,เท็จ,
8711,P,U,B,-,0,0,0,0,,--,,0,,,,Full-mouth x-ray,เท็จ,
8712,P,U,B,-,0,0,0,0,,--,,0,,,,Dental x-ray NEC,เท็จ,
8713,P,U,B,-,0,0,0,0,,--,,0,,,,TM contrast arthrogram,เท็จ,
8714,P,U,B,-,0,0,0,0,,--,,0,,,,Contrast x-ray of orbit,จริง,
8715,P,U,B,-,0,0,0,0,,--,,0,,,,Contrast x-ray of sinus,จริง,
8716,P,U,B,-,0,0,0,0,,--,,0,,,,Facial bone x-ray NEC,เท็จ,
8717,P,U,B,-,0,0,0,0,,--,,0,,,,Skull x-ray NEC,เท็จ,
8721,P,U,B,-,0,0,0,0,,--,,0,,,,Contrast myelogram,จริง,
8722,P,U,B,-,0,0,0,0,,--,,0,,,,Cervical spine x-ray NEC,เท็จ,
8723,P,U,B,-,0,0,0,0,,--,,0,,,,Thoracic spine x-ray NEC,เท็จ,
8724,P,U,B,-,0,0,0,0,,--,,0,,,,Lumbosac spine x-ray NEC,เท็จ,
8729,P,U,B,-,0,0,0,0,,--,,0,,,,Spinal x-ray NEC,เท็จ,
8731,P,U,B,-,0,0,0,0,,--,,0,,,,Endotracheal bronchogram,เท็จ,
8732,P,U,B,-,0,0,0,0,,--,,0,,,,Contrast bronchogram NEC,เท็จ,
8733,P,U,B,-,0,0,0,0,,--,,0,,,,Mediastinal pneumogram,เท็จ,
8734,P,U,B,-,0,0,0,0,,--,,0,,,,Intrathor lymphangiogram,เท็จ,
8735,P,U,B,-,0,0,0,0,,--,,0,,,,Contr mammary ductogram,จริง,
8736,P,U,B,-,0,0,0,0,,--,,0,,,,Breast xerography,จริง,
8737,P,U,B,-,0,0,0,0,,--,,0,,,,Mammography NEC,จริง,
8738,P,U,B,-,0,0,0,0,,--,,0,,,,Chest wall sinogram,เท็จ,
8739,P,U,B,-,0,0,0,0,,--,,0,,,,Thorax sft tiss xray NEC,เท็จ,
8741,P,U,B,-,0,0,0,0,,--,,0,,,,CT of thorax,จริง,
8742,P,U,B,-,0,0,0,0,,--,,0,,,,Thoracic tomography NEC,เท็จ,
8743,P,U,B,-,0,0,0,0,,--,,0,,,,Rib/sternum/clavic x-ray,เท็จ,
8744,P,U,B,-,0,0,0,0,,--,,0,,,,Routine chest x-ray,เท็จ,
8749,P,U,B,-,0,0,0,0,,--,,0,,,,Chest x-ray NEC,เท็จ,
8751,P,U,B,-,0,0,0,0,,--,,0,,,,Perc hepat cholangiogram,จริง,
8752,P,U,B,-,0,0,0,0,,--,,0,,,,Intraven cholangiogram,จริง,
8753,Y,N,B,-,0,0,0,0,,07,,0,,,,Intraoper cholangiogram,จริง,
8754,P,U,B,-,0,0,0,0,,--,,0,,,,Cholangiogram NEC,จริง,
8759,P,U,B,-,0,0,0,0,,--,,0,,,,Biliary tract x-ray NEC,จริง,
8761,P,U,B,-,0,0,0,0,,--,,0,,,,Barium swallow,จริง,
8762,P,U,B,-,0,0,0,0,,--,,0,,,,Upper GI series,จริง,
8763,P,U,B,-,0,0,0,0,,--,,0,,,,Small bowel series,จริง,
8764,P,U,B,-,0,0,0,0,,--,,0,,,,Lower GI series,จริง,
8765,P,U,B,-,0,0,0,0,,--,,0,,,,Intestinal x-ray NEC,จริง,
8766,P,U,B,-,0,0,0,0,,--,,0,,,,Contrast pancreatogram,จริง,
8769,P,U,B,-,0,0,0,0,,--,,0,,,,Digestive tract xray NEC,เท็จ,
8771,P,U,B,-,0,0,0,0,,--,,0,,,,CT of kidney,จริง,
8772,P,U,B,-,0,0,0,0,,--,,0,,,,Nephrotomogram NEC,จริง,
8773,P,U,B,-,0,0,0,0,,--,,0,,,,Intravenous pyelogram,จริง,
8774,Y,N,B,-,2,25,0,0,,11,"12,13",0,,,,Retrograde pyelogram,จริง,
8775,P,U,B,-,0,0,0,0,,--,,0,,,,Percutaneous pyelogram,จริง,
8776,P,U,B,-,0,0,0,0,,--,,0,,,,Retrogr cystourethrogram,จริง,
8777,P,U,B,-,0,0,0,0,,--,,0,,,,Cystogram NEC,จริง,
8778,P,U,B,-,0,0,0,0,,--,,0,,,,Ileal conduitogram,เท็จ,
8779,P,U,B,-,0,0,0,0,,--,,0,,,,Urinary system x-ray NEC,เท็จ,
8781,P,U,F,-,0,0,0,0,,--,,0,,,,X-ray of gravid uterus,เท็จ,
8782,P,U,F,-,0,0,0,0,,--,,0,,,,Gas hysterosalpingogram,เท็จ,
8783,P,U,F,-,0,0,0,0,,--,,0,,,,Dye hysterosalpingogram,เท็จ,
8784,P,U,F,-,0,0,0,0,,--,,0,,,,Percutaneous hysterogram,เท็จ,
8785,P,U,F,-,0,0,0,0,,--,,0,,,,Tube & uterus x-ray NEC,เท็จ,
8789,P,U,F,-,0,0,0,0,,--,,0,,,,Female genital x-ray NEC,เท็จ,
8791,P,U,M,-,0,0,0,0,,--,,0,,,,Contr semin vesiculogram,จริง,
8792,P,U,M,-,0,0,0,0,,--,,0,,,,Prostat/sem ves xray NEC,เท็จ,
8793,P,U,M,-,0,0,0,0,,--,,0,,,,Contrast epididymogram,จริง,
8794,P,U,M,-,0,0,0,0,,--,,0,,,,Contrast vasogram,เท็จ,
8795,P,U,M,-,0,0,0,0,,--,,0,,,,Epididymis/vas x-ray NEC,เท็จ,
8799,P,U,M,-,0,0,0,0,,--,,0,,,,Male genital x-ray NEC,เท็จ,
8801,P,U,B,-,0,0,0,0,,--,,0,,,,CT of abdomen,จริง,
8802,P,U,B,-,0,0,0,0,,--,,0,,,,Abdominal tomography NEC,จริง,
8803,P,U,B,-,0,0,0,0,,--,,0,,,,Abdominal wall sinogram,เท็จ,
8804,P,U,B,-,0,0,0,0,,--,,0,,,,Abdominal lymphangiogram,จริง,
8809,P,U,B,-,0,0,0,0,,--,,0,,,,Abdominal wall x-ray NEC,เท็จ,
8811,P,U,B,-,0,0,0,0,,--,,0,,,,Pelvic dye contrast xray,เท็จ,
8812,P,U,B,-,0,0,0,0,,--,,0,,,,Pelvic gas contrast xray,เท็จ,
8813,P,U,B,-,0,0,0,0,,--,,0,,,,Periton pneumogram NEC,เท็จ,
8814,P,U,B,-,0,0,0,0,,--,,0,,,,Retroperiton fistulogram,เท็จ,
8815,P,U,B,-,0,0,0,0,,--,,0,,,,Retroperiton pneumogram,เท็จ,
8816,P,U,B,-,0,0,0,0,,--,,0,,,,Retroperitoneal xray NEC,เท็จ,
8819,P,U,B,-,0,0,0,0,,--,,0,,,,Abdominal x-ray NEC,เท็จ,
8821,P,U,B,-,0,0,0,0,,--,,0,,,,Skl xray-shoulder/up arm,เท็จ,
8822,P,U,B,-,0,0,0,0,,--,,0,,,,Skel xray-elbow/forearm,เท็จ,
8823,P,U,B,-,0,0,0,0,,--,,0,,,,Skel xray-wrist & hand,เท็จ,
8824,P,U,B,-,0,0,0,0,,--,,0,,,,Skel xray-upper limb NOS,เท็จ,
8825,P,U,B,-,0,0,0,0,,--,,0,,,,Pelvimetry,เท็จ,
8826,P,U,B,-,0,0,0,0,,--,,0,,,,Skel xray-pelvis/hip NEC,เท็จ,
8827,P,U,B,-,0,0,0,0,,--,,0,,,,Skel xray-thigh/knee/leg,เท็จ,
8828,P,U,B,-,0,0,0,0,,--,,0,,,,Skel xray-ankle & foot,เท็จ,
8829,P,U,B,-,0,0,0,0,,--,,0,,,,Skel xray-lower limb NOS,เท็จ,
8831,P,U,B,-,0,0,0,0,,--,,0,,,,Skeletal series x-ray,เท็จ,
8832,P,U,B,-,0,0,0,0,,--,,0,,,,Contrast arthrogram,เท็จ,
8833,P,U,B,-,0,0,0,0,,--,,0,,,,Other skeletal x-ray,เท็จ,
8834,P,U,B,-,0,0,0,0,,--,,0,,,,Upper limb lymphangiogrm,จริง,
8835,P,U,B,-,0,0,0,0,,--,,0,,,,Up limb sft tis xray NEC,เท็จ,
8836,P,U,B,-,0,0,0,0,,--,,0,,,,Lower limb lymphangiogrm,จริง,
8837,P,U,B,-,0,0,0,0,,--,,0,,,,Lo limb sft tis xray NEC,เท็จ,
8838,P,U,B,-,0,0,0,0,,--,,0,,,,Other computed tomography,จริง,
8839,P,U,B,-,0,0,0,0,,--,,0,,,,X-ray NEC and NOS,เท็จ,
8840,P,U,B,-,0,0,0,0,,--,,0,,,,Contrast arteriogram NOS,เท็จ,
8841,P,U,B,-,0,0,0,0,,--,,0,,,,Contr cerebr arteriogram,จริง,
8842,P,U,B,-,0,0,0,0,,--,,0,,,,Contrast aortogram,เท็จ,
8843,P,U,B,-,0,0,0,0,,--,,0,,,,Contr pulmon arteriogram,เท็จ,
8844,P,U,B,-,0,0,0,0,,--,,0,,,,Contr thor arteriogr NEC,เท็จ,
8845,P,U,B,-,0,0,0,0,,--,,0,,,,Contrast renal arteriogr,จริง,
8846,P,U,B,-,0,0,0,0,,--,,0,,,,Contrast placentogram,เท็จ,
8847,P,U,B,-,0,0,1,0,,--,,0,,,,Contr abd arteriogrm NEC,จริง,
8848,P,U,B,-,0,0,0,0,,--,,0,,,,Contrast arteriogram-leg,จริง,
8849,P,U,B,-,0,0,0,0,,--,,0,,,,Contrast arteriogram NEC,เท็จ,
8850,P,U,B,-,0,0,0,0,,--,,0,,,,Angiocardiography NOS,เท็จ,
8851,P,U,B,-,0,0,0,0,,--,,0,,,,Vena cav angiocardiogram,เท็จ,
8852,N,U,B,-,0,0,0,0,,05,,0,,,,Rt heart angiocardiogram,จริง,
8853,N,U,B,-,0,0,0,0,,05,,0,,,,Lt heart angiocardiogram,จริง,
8854,N,U,B,-,0,0,0,0,,05,,0,,,,Rt & lt heart angiocard,จริง,
8855,N,U,B,-,0,0,0,0,,05,,0,,,,Coronar arteriogr-1 cath,จริง,
8856,N,U,B,-,0,0,0,0,,05,,0,,,,Coronar arteriogr-2 cath,จริง,
8857,N,U,B,-,0,0,0,0,,05,,0,,,,Coronary arteriogram NEC,จริง,
8858,N,U,B,-,0,0,0,0,,05,,0,,,,Negatve-contr cardiogram,จริง,
8859,P,U,B,-,0,0,0,0,,--,,0,,,,Intraop cor flr vas angiog,เท็จ,
8860,P,U,B,-,0,0,0,0,,--,,0,,,,Contrast phlebogram NOS,เท็จ,
8861,P,U,B,-,0,0,0,0,,--,,0,,,,Contr phlebogram-hd/neck,จริง,
8862,P,U,B,-,0,0,0,0,,--,,0,,,,Contr phlebogram-pulmon,เท็จ,
8863,P,U,B,-,0,0,0,0,,--,,0,,,,Thorac contr phlebog NEC,เท็จ,
8864,P,U,B,-,0,0,0,0,,--,,0,,,,Portal contr phlebogram,จริง,
8865,P,U,B,-,0,0,0,0,,--,,0,,,,Abd contr phlebogram NEC,จริง,
8866,P,U,B,-,0,0,0,0,,--,,0,,,,Contrast phlebogram-leg,เท็จ,
8867,P,U,B,-,0,0,0,0,,--,,0,,,,Contrast phlebogram NEC,เท็จ,
8868,P,U,B,-,0,0,0,0,,--,,0,,,,Impedance phlebogram,เท็จ,
8871,N,U,B,-,0,0,0,0,,--,,0,,,,Dx ultrasound-head/neck,จริง,
8872,N,U,B,-,0,0,0,0,,--,,0,,,,Dx ultrasound-heart,จริง,
8873,P,U,B,-,0,0,0,0,,--,,0,,,,Dx ultrasound-thorax NEC,จริง,
8874,P,U,B,-,0,0,0,0,,--,,0,,,,Dx ultrasound-digestive,จริง,
8875,P,U,B,-,0,0,0,0,,--,,0,,,,Dx ultrasound-urinary,จริง,
8876,P,U,B,-,0,0,0,0,,--,,0,,,,Dx ultrasound-abdomen,จริง,
8877,P,U,B,-,0,0,0,0,,--,,0,,,,Dx ultrasound-vascular,เท็จ,
8878,P,U,F,-,0,0,0,0,,--,,0,,,,Dx ultrasound-grav uter,เท็จ,
8879,P,U,B,-,0,0,0,0,,--,,0,,,,Dx ultrasound NEC,จริง,
8881,P,U,B,-,0,0,0,0,,--,,0,,,,Cerebral thermography,เท็จ,
8882,P,U,B,-,0,0,0,0,,--,,0,,,,Ocular thermography,เท็จ,
8883,P,U,B,-,0,0,0,0,,--,,0,,,,Bone thermography,เท็จ,
8884,P,U,B,-,0,0,0,0,,--,,0,,,,Muscle thermography,เท็จ,
8885,P,U,B,-,0,0,0,0,,--,,0,,,,Breast thermography,เท็จ,
8886,P,U,B,-,0,0,0,0,,--,,0,,,,Blood vessel thermograph,เท็จ,
8889,P,U,B,-,0,0,0,0,,--,,0,,,,Thermography NEC,เท็จ,
8890,P,U,B,-,0,0,0,0,,--,,0,,,,Diagnostic imaging NOS,เท็จ,
8891,P,U,B,-,0,0,0,0,,--,,0,,,,Mri of brain & brainstem,จริง,
8892,P,U,B,-,0,0,0,0,,--,,0,,,,Mri chest & heart,จริง,
8893,P,U,B,-,0,0,0,0,,--,,0,,,,Mri spinal canal,จริง,
8894,P,U,B,-,0,0,0,0,,--,,0,,,,Mri musculoskeletal,จริง,
8895,P,U,B,-,0,0,0,0,,--,,0,,,,"Mri pelvis,prostate,blad",จริง,
8896,N,U,B,-,0,0,0,0,,--,,0,,,,Oth intraop mag res imag,เท็จ,
8897,P,U,B,-,0,0,0,0,,--,,0,,,,Magnetic res image unsp,จริง,
8898,P,U,B,-,0,0,0,0,,--,,0,,,,Bone mineral density,เท็จ,
8901,P,U,B,-,0,0,0,0,,--,,0,,,,Brief interview & evalua,เท็จ,
8902,P,U,B,-,0,0,0,0,,--,,0,,,,Limited interview/evalua,เท็จ,
8903,P,U,B,-,0,0,0,0,,--,,0,,,,Comprehen interview/eval,เท็จ,
8904,P,U,B,-,0,0,0,0,,--,,0,,,,Interview & evaluat NEC,เท็จ,
8905,P,U,B,-,0,0,0,0,,--,,0,,,,Interview & evaluat NOS,เท็จ,
8906,P,U,B,-,0,0,0,0,,--,,0,,,,Limited consultation,เท็จ,
8907,P,U,B,-,0,0,0,0,,--,,0,,,,Comprehensive consultat,เท็จ,
8908,P,U,B,-,0,0,0,0,,--,,0,,,,Consultation NEC,เท็จ,
8909,P,U,B,-,0,0,0,0,,--,,0,,,,Consultation NOS,เท็จ,
8910,P,U,B,-,0,0,0,0,,--,,0,,,,Intracarot amobarb test,เท็จ,
8911,P,U,B,-,0,0,0,0,,--,,0,,,,Tonometry,เท็จ,
8912,P,U,B,-,0,0,0,0,,--,,0,,,,Nasal function study,เท็จ,
8913,P,U,B,-,0,0,0,0,,--,,0,,,,Neurologic examination,เท็จ,
8914,P,U,B,-,0,0,0,0,,--,,0,,,,Electroencephalogram,เท็จ,
8915,P,U,B,-,0,0,0,0,,--,,0,,,,Neurologic func test NEC,เท็จ,
8916,P,U,B,-,0,0,0,0,,--,,0,,,,Skull transilluminat,เท็จ,
8917,P,U,B,-,0,0,0,0,,--,,0,,,,Polysomnogram,เท็จ,
8918,P,U,B,-,0,0,0,0,,--,,0,,,,Oth sleep dis funct test,เท็จ,
8919,P,U,B,-,0,0,0,0,,--,,0,,,,Video/radio eeg monitor,เท็จ,
8921,P,U,B,-,0,0,0,0,,--,,0,,,,Urinary manometry,เท็จ,
8922,P,U,B,-,0,0,0,0,,--,,0,,,,Cystometrogram,เท็จ,
8923,P,U,B,-,0,0,0,0,,--,,0,,,,Urethral sphincter emg,เท็จ,
8924,P,U,B,-,0,0,0,0,,--,,0,,,,Uroflowmetry,เท็จ,
8925,P,U,B,-,0,0,0,0,,--,,0,,,,Urethral pressure profil,เท็จ,
8926,P,U,F,-,0,0,0,0,,--,,0,,,,Gynecologic examination,เท็จ,
8929,P,U,B,-,0,0,0,0,,--,,0,,,,Other GU system exams,เท็จ,
8931,P,U,B,-,0,0,0,0,,--,,0,,,,Dental examination,เท็จ,
8932,P,U,B,-,0,0,0,0,,--,,0,,,,Esophageal manometry,เท็จ,
8933,P,U,B,-,0,0,0,0,,--,,0,,,,Digital enterostomy exam,เท็จ,
8934,P,U,B,-,0,0,0,0,,--,,0,,,,Digital rectal exam,เท็จ,
8935,P,U,B,-,0,0,0,0,,--,,0,,,,Nasal sinus transillumin,เท็จ,
8936,P,U,B,-,0,0,0,0,,--,,0,,,,Manual exam of breast,เท็จ,
8937,P,U,B,-,0,0,0,0,,--,,0,,,,Vital capacity determin,เท็จ,
8938,P,U,B,-,0,0,0,0,,--,,0,,,,Respiratory measure NEC,เท็จ,
8939,P,U,B,-,0,0,0,0,,--,,0,,,,Nonoperative exams NEC,เท็จ,
8941,P,U,B,-,0,0,0,0,,--,,0,,,,Treadmill stress test,เท็จ,
8942,P,U,B,-,0,0,0,0,,--,,0,,,,Masters' 2-step test,เท็จ,
8943,P,U,B,-,0,0,0,0,,--,,0,,,,Bicycle ergometer test,เท็จ,
8944,P,U,B,-,0,0,0,0,,--,,0,,,,Cardiac stress test NEC,เท็จ,
8945,P,U,B,-,0,0,0,0,,--,,0,,,,Pacemaker rate check,เท็จ,
8946,P,U,B,-,0,0,0,0,,--,,0,,,,Pacemaker wave form chck,เท็จ,
8947,P,U,B,-,0,0,0,0,,--,,0,,,,Pacemaker impedance chck,เท็จ,
8948,P,U,B,-,0,0,0,0,,--,,0,,,,Pacemaker volt threshold,เท็จ,
8949,N,U,B,-,0,0,0,0,,--,,0,,,,Aicd check,เท็จ,
8950,P,U,B,-,0,0,0,0,,--,,0,,,,Ambu cardiac monitoring,เท็จ,
8951,P,U,B,-,0,0,0,0,,--,,0,,,,Rhythm electrocardiogram,เท็จ,
8952,P,U,B,-,0,0,0,0,,--,,0,,,,Electrocardiogram,เท็จ,
8953,P,U,B,-,0,0,0,0,,--,,0,,,,Vectorcardiogram,เท็จ,
8954,P,U,B,-,0,0,0,0,,--,,0,,,,Electrocardiograph monit,เท็จ,
8955,P,U,B,-,0,0,0,0,,--,,0,,,,Phonocardiogram,เท็จ,
8956,P,U,B,-,0,0,0,0,,--,,0,,,,Carotid pulse tracing,เท็จ,
8957,P,U,B,-,0,0,0,0,,--,,0,,,,Apexcardiogram,เท็จ,
8958,P,U,B,-,0,0,0,0,,--,,0,,,,Plethysmogram,เท็จ,
8959,P,U,B,-,0,0,0,0,,--,,0,,,,Nonop cardiac/vasc exam,เท็จ,
8960,N,U,B,-,0,0,0,0,,--,,0,,,,Cnt intraart bld gas mon,เท็จ,
8961,P,U,B,-,0,0,0,0,,--,,0,,,,Arterial pressure monit,เท็จ,
8962,P,U,B,-,0,0,0,0,,--,,0,,,,CVP monitoring,เท็จ,
8963,P,U,B,-,0,0,0,0,,--,,0,,,,Pulmon art press monitor,เท็จ,
8964,N,U,B,-,0,0,0,0,,--,,0,,,,Pulmon art wedge monitor,จริง,
8965,P,U,B,-,0,0,0,0,,--,,0,,,,Arterial bld gas measure,เท็จ,
8966,P,U,B,-,0,0,0,0,,--,,0,,,,Mix venous bld gas meas,เท็จ,
8967,P,U,B,-,0,0,0,0,,--,,0,,,,Oxygen consumption monit,เท็จ,
8968,P,U,B,-,0,0,0,0,,--,,0,,,,Oth cardiac mon output,เท็จ,
8969,P,U,B,-,0,0,0,0,,--,,0,,,,Coronary bld flow monit,เท็จ,
897,P,U,B,-,0,0,0,0,,--,,0,,,,General physical exam,เท็จ,
898,P,U,B,-,0,0,0,0,,--,,0,,,,Autopsy,เท็จ,
9001,P,U,B,-,0,0,0,0,,--,,0,,,,Bact smear-nervous syst,เท็จ,
9002,P,U,B,-,0,0,0,0,,--,,0,,,,Culture-nervous syst,เท็จ,
9003,P,U,B,-,0,0,0,0,,--,,0,,,,C&S-nervous syst,เท็จ,
9004,P,U,B,-,0,0,0,0,,--,,0,,,,Parasitology-nerv syst,เท็จ,
9005,P,U,B,-,0,0,0,0,,--,,0,,,,Toxicology-nervous syst,เท็จ,
9006,P,U,B,-,0,0,0,0,,--,,0,,,,Cell blk/pap-nervous sys,เท็จ,
9009,P,U,B,-,0,0,0,0,,--,,0,,,,Micro exam-nervous NEC,เท็จ,
9011,P,U,B,-,0,0,0,0,,--,,0,,,,Bact smear-endocrine,เท็จ,
9012,P,U,B,-,0,0,0,0,,--,,0,,,,Culture-endocrine,เท็จ,
9013,P,U,B,-,0,0,0,0,,--,,0,,,,C&S-endocrine,เท็จ,
9014,P,U,B,-,0,0,0,0,,--,,0,,,,Parasitology-endocrine,เท็จ,
9015,P,U,B,-,0,0,0,0,,--,,0,,,,Toxicology-endocrine,เท็จ,
9016,P,U,B,-,0,0,0,0,,--,,0,,,,Cell block/pap-endocrine,เท็จ,
9019,P,U,B,-,0,0,0,0,,--,,0,,,,Micro exam-endocrine NEC,เท็จ,
9021,P,U,B,-,0,0,0,0,,--,,0,,,,Bact smear-eye,เท็จ,
9022,P,U,B,-,0,0,0,0,,--,,0,,,,Culture-eye,เท็จ,
9023,P,U,B,-,0,0,0,0,,--,,0,,,,C&S-eye,เท็จ,
9024,P,U,B,-,0,0,0,0,,--,,0,,,,Parasitology-eye,เท็จ,
9025,P,U,B,-,0,0,0,0,,--,,0,,,,Toxicology-eye,เท็จ,
9026,P,U,B,-,0,0,0,0,,--,,0,,,,Cell block/pap-eye,เท็จ,
9029,P,U,B,-,0,0,0,0,,--,,0,,,,Micro exam-eye NEC,เท็จ,
9031,P,U,B,-,0,0,0,0,,--,,0,,,,Bact smear-ent/larynx,เท็จ,
9032,P,U,B,-,0,0,0,0,,--,,0,,,,Culture-ent/larynx,เท็จ,
9033,P,U,B,-,0,0,0,0,,--,,0,,,,C&S-ent/larynx,เท็จ,
9034,P,U,B,-,0,0,0,0,,--,,0,,,,Parasitology-ent/larynx,เท็จ,
9035,P,U,B,-,0,0,0,0,,--,,0,,,,Toxicology-ent/larynx,เท็จ,
9036,P,U,B,-,0,0,0,0,,--,,0,,,,Cell block/pap-ent/laryn,เท็จ,
9039,P,U,B,-,0,0,0,0,,--,,0,,,,Micro exam-ent/laryn NEC,เท็จ,
9041,P,U,B,-,0,0,0,0,,--,,0,,,,Bact smear-lower resp,เท็จ,
9042,P,U,B,-,0,0,0,0,,--,,0,,,,Culture-lower resp,เท็จ,
9043,P,U,B,-,0,0,0,0,,--,,0,,,,C&S-lower resp,เท็จ,
9044,P,U,B,-,0,0,0,0,,--,,0,,,,Parasitology-lower resp,เท็จ,
9045,P,U,B,-,0,0,0,0,,--,,0,,,,Toxicology-lower resp,เท็จ,
9046,P,U,B,-,0,0,0,0,,--,,0,,,,Cell block/pap-lowr resp,เท็จ,
9049,P,U,B,-,0,0,0,0,,--,,0,,,,Micro exam-lowr resp NEC,เท็จ,
9051,P,U,B,-,0,0,0,0,,--,,0,,,,Bact smear-blood,เท็จ,
9052,P,U,B,-,0,0,0,0,,--,,0,,,,Culture-blood,เท็จ,
9053,P,U,B,-,0,0,0,0,,--,,0,,,,C&S-blood,เท็จ,
9054,P,U,B,-,0,0,0,0,,--,,0,,,,Parasitology-blood,เท็จ,
9055,P,U,B,-,0,0,0,0,,--,,0,,,,Toxicology-blood,เท็จ,
9056,P,U,B,-,0,0,0,0,,--,,0,,,,Cell block/pap-blood,เท็จ,
9059,P,U,B,-,0,0,0,0,,--,,0,,,,Micro exam-blood NEC,เท็จ,
9061,P,U,B,-,0,0,0,0,,--,,0,,,,Bact smear-spleen/marrow,เท็จ,
9062,P,U,B,-,0,0,0,0,,--,,0,,,,Culture-spleen/marrow,เท็จ,
9063,P,U,B,-,0,0,0,0,,--,,0,,,,C&S-spleen/marrow,เท็จ,
9064,P,U,B,-,0,0,0,0,,--,,0,,,,Parasitol-spleen/marrow,เท็จ,
9065,P,U,B,-,0,0,0,0,,--,,0,,,,Toxicology-spleen/marrow,เท็จ,
9066,P,U,B,-,0,0,0,0,,--,,0,,,,Cell blk/pap-spleen/marr,เท็จ,
9069,P,U,B,-,0,0,0,0,,--,,0,,,,Micro exam-spln/marr NEC,เท็จ,
9071,P,U,B,-,0,0,0,0,,--,,0,,,,Bact smear-lymph system,เท็จ,
